chamber,date.time,air.temp
2,7/17/22 2:15,16.999
2,7/17/22 2:30,17.094
2,7/17/22 2:45,17.284
2,7/17/22 3:00,17.284
2,7/17/22 3:15,17.284
2,7/17/22 3:30,17.379
2,7/17/22 3:45,17.284
2,7/17/22 4:00,17.379
2,7/17/22 4:15,17.379
2,7/17/22 4:30,17.475
2,7/17/22 4:45,17.379
2,7/17/22 5:00,17.284
2,7/17/22 5:15,16.999
2,7/17/22 5:30,16.999
2,7/17/22 5:45,16.903
2,7/17/22 6:00,17.094
2,7/17/22 6:15,17.284
2,7/17/22 6:30,17.189
2,7/17/22 6:45,16.999
2,7/17/22 7:00,16.999
2,7/17/22 7:15,17.094
2,7/17/22 7:30,17.094
2,7/17/22 7:45,16.999
2,7/17/22 8:00,16.903
2,7/17/22 8:15,16.903
2,7/17/22 8:30,16.713
2,7/17/22 8:45,16.903
2,7/17/22 9:00,17.094
2,7/17/22 9:15,20.138
2,7/17/22 9:30,21.378
2,7/17/22 9:45,21.855
2,7/17/22 10:00,22.429
2,7/17/22 10:15,22.238
2,7/17/22 10:30,21.951
2,7/17/22 10:45,24.062
2,7/17/22 11:00,24.835
2,7/17/22 11:15,25.028
2,7/17/22 11:30,25.222
2,7/17/22 11:45,25.222
2,7/17/22 12:00,25.125
2,7/17/22 12:15,25.125
2,7/17/22 12:30,25.125
2,7/17/22 12:45,25.125
2,7/17/22 13:00,25.125
2,7/17/22 13:15,25.125
2,7/17/22 13:30,25.028
2,7/17/22 13:45,25.125
2,7/17/22 14:00,25.028
2,7/17/22 14:15,25.028
2,7/17/22 14:30,25.028
2,7/17/22 14:45,25.028
2,7/17/22 15:00,24.931
2,7/17/22 15:15,24.931
2,7/17/22 15:30,24.931
2,7/17/22 15:45,24.931
2,7/17/22 16:00,24.931
2,7/17/22 16:15,24.931
2,7/17/22 16:30,24.931
2,7/17/22 16:45,24.931
2,7/17/22 17:00,24.931
2,7/17/22 17:15,24.931
2,7/17/22 17:30,24.931
2,7/17/22 17:45,24.931
2,7/17/22 18:00,24.931
2,7/17/22 18:15,24.931
2,7/17/22 18:30,24.931
2,7/17/22 18:45,24.931
2,7/17/22 19:00,24.931
2,7/17/22 19:15,24.931
2,7/17/22 19:30,24.931
2,7/17/22 19:45,24.931
2,7/17/22 20:00,24.931
2,7/17/22 20:15,24.931
2,7/17/22 20:30,25.028
2,7/17/22 20:45,24.931
2,7/17/22 21:00,24.931
2,7/17/22 21:15,24.931
2,7/17/22 21:30,24.931
2,7/17/22 21:45,24.931
2,7/17/22 22:00,24.931
2,7/17/22 22:15,24.931
2,7/17/22 22:30,24.931
2,7/17/22 22:45,24.931
2,7/17/22 23:00,24.738
2,7/17/22 23:15,24.835
2,7/17/22 23:30,24.835
2,7/17/22 23:45,21.951
2,7/18/22 0:00,22.046
2,7/18/22 0:15,22.142
2,7/18/22 0:30,21.951
2,7/18/22 0:45,21.951
2,7/18/22 1:00,22.142
2,7/18/22 1:15,17.855
2,7/18/22 1:30,15.855
2,7/18/22 1:45,16.808
2,7/18/22 2:00,16.999
2,7/18/22 2:15,16.999
2,7/18/22 2:30,17.094
2,7/18/22 2:45,17.284
2,7/18/22 3:00,17.284
2,7/18/22 3:15,17.189
2,7/18/22 3:30,17.189
2,7/18/22 3:45,17.189
2,7/18/22 4:00,17.189
2,7/18/22 4:15,17.284
2,7/18/22 4:30,17.284
2,7/18/22 4:45,17.284
2,7/18/22 5:00,17.284
2,7/18/22 5:15,17.284
2,7/18/22 5:30,17.379
2,7/18/22 5:45,17.284
2,7/18/22 6:00,17.284
2,7/18/22 6:15,16.903
2,7/18/22 6:30,16.808
2,7/18/22 6:45,16.808
2,7/18/22 7:00,16.903
2,7/18/22 7:15,16.903
2,7/18/22 7:30,16.903
2,7/18/22 7:45,16.903
2,7/18/22 8:00,17.094
2,7/18/22 8:15,17.189
2,7/18/22 8:30,17.284
2,7/18/22 8:45,17.379
2,7/18/22 9:00,16.903
2,7/18/22 9:15,20.138
2,7/18/22 9:30,20.234
2,7/18/22 9:45,21.664
2,7/18/22 10:00,22.238
2,7/18/22 10:15,22.333
2,7/18/22 10:30,22.333
2,7/18/22 10:45,23.773
2,7/18/22 11:00,24.641
2,7/18/22 11:15,24.738
2,7/18/22 11:30,24.931
2,7/18/22 11:45,24.931
2,7/18/22 12:00,24.931
2,7/18/22 12:15,24.931
2,7/18/22 12:30,24.931
2,7/18/22 12:45,24.835
2,7/18/22 13:00,24.931
2,7/18/22 13:15,24.835
2,7/18/22 13:30,24.835
2,7/18/22 13:45,24.835
2,7/18/22 14:00,24.835
2,7/18/22 14:15,24.931
2,7/18/22 14:30,24.931
2,7/18/22 14:45,25.028
2,7/18/22 15:00,24.931
2,7/18/22 15:15,24.931
2,7/18/22 15:30,24.931
2,7/18/22 15:45,24.931
2,7/18/22 16:00,24.931
2,7/18/22 16:15,24.931
2,7/18/22 16:30,24.738
2,7/18/22 16:45,24.835
2,7/18/22 17:00,24.835
2,7/18/22 17:15,24.931
2,7/18/22 17:30,24.931
2,7/18/22 17:45,24.835
2,7/18/22 18:00,24.835
2,7/18/22 18:15,24.835
2,7/18/22 18:30,24.931
2,7/18/22 18:45,24.835
2,7/18/22 19:00,24.835
2,7/18/22 19:15,24.835
2,7/18/22 19:30,24.835
2,7/18/22 19:45,24.835
2,7/18/22 20:00,24.835
2,7/18/22 20:15,24.835
2,7/18/22 20:30,24.835
2,7/18/22 20:45,24.835
2,7/18/22 21:00,24.835
2,7/18/22 21:15,24.835
2,7/18/22 21:30,24.835
2,7/18/22 21:45,24.835
2,7/18/22 22:00,24.835
2,7/18/22 22:15,24.835
2,7/18/22 22:30,24.835
2,7/18/22 22:45,24.738
2,7/18/22 23:00,24.641
2,7/18/22 23:15,24.641
2,7/18/22 23:30,24.545
2,7/18/22 23:45,21.855
2,7/19/22 0:00,21.855
2,7/19/22 0:15,21.951
2,7/19/22 0:30,21.76
2,7/19/22 0:45,21.664
2,7/19/22 1:00,21.76
2,7/19/22 1:15,17.76
2,7/19/22 1:30,15.664
2,7/19/22 1:45,16.618
2,7/19/22 2:00,16.808
2,7/19/22 2:15,16.808
2,7/19/22 2:30,16.808
2,7/19/22 2:45,16.808
2,7/19/22 3:00,16.808
2,7/19/22 3:15,16.808
2,7/19/22 3:30,16.999
2,7/19/22 3:45,16.903
2,7/19/22 4:00,16.903
2,7/19/22 4:15,16.903
2,7/19/22 4:30,16.903
2,7/19/22 4:45,16.903
2,7/19/22 5:00,16.999
2,7/19/22 5:15,16.999
2,7/19/22 5:30,16.999
2,7/19/22 5:45,16.808
2,7/19/22 6:00,16.618
2,7/19/22 6:15,16.808
2,7/19/22 6:30,16.999
2,7/19/22 6:45,17.094
2,7/19/22 7:00,17.094
2,7/19/22 7:15,16.999
2,7/19/22 7:30,16.999
2,7/19/22 7:45,17.094
2,7/19/22 8:00,17.094
2,7/19/22 8:15,16.808
2,7/19/22 8:30,16.808
2,7/19/22 8:45,16.808
2,7/19/22 9:00,16.808
2,7/19/22 9:15,19.853
2,7/19/22 9:30,21.473
2,7/19/22 9:45,21.951
2,7/19/22 10:00,22.142
2,7/19/22 10:15,22.333
2,7/19/22 10:30,21.187
2,7/19/22 10:45,23.484
2,7/19/22 11:00,24.351
2,7/19/22 11:15,25.028
2,7/19/22 11:30,25.319
2,7/19/22 11:45,25.319
2,7/19/22 12:00,25.319
2,7/19/22 12:15,25.319
2,7/19/22 12:30,25.222
2,7/19/22 12:45,25.222
2,7/19/22 13:00,25.125
2,7/19/22 13:15,25.125
2,7/19/22 13:30,25.125
2,7/19/22 13:45,25.125
2,7/19/22 14:00,25.125
2,7/19/22 14:15,25.028
2,7/19/22 14:30,25.028
2,7/19/22 14:45,25.028
2,7/19/22 15:00,25.028
2,7/19/22 15:15,24.931
2,7/19/22 15:30,24.931
2,7/19/22 15:45,24.931
2,7/19/22 16:00,24.931
2,7/19/22 16:15,24.931
2,7/19/22 16:30,24.931
2,7/19/22 16:45,24.931
2,7/19/22 17:00,24.931
2,7/19/22 17:15,24.931
2,7/19/22 17:30,24.835
2,7/19/22 17:45,24.835
2,7/19/22 18:00,24.835
2,7/19/22 18:15,24.835
2,7/19/22 18:30,24.931
2,7/19/22 18:45,24.835
2,7/19/22 19:00,24.835
2,7/19/22 19:15,24.835
2,7/19/22 19:30,24.835
2,7/19/22 19:45,24.835
2,7/19/22 20:00,24.835
2,7/19/22 20:15,24.835
2,7/19/22 20:30,24.835
2,7/19/22 20:45,24.835
2,7/19/22 21:00,24.738
2,7/19/22 21:15,24.738
2,7/19/22 21:30,24.738
2,7/19/22 21:45,24.738
2,7/19/22 22:00,24.738
2,7/19/22 22:15,24.738
2,7/19/22 22:30,24.738
2,7/19/22 22:45,24.738
2,7/19/22 23:00,24.545
2,7/19/22 23:15,24.641
2,7/19/22 23:30,24.641
2,7/19/22 23:45,21.76
2,7/20/22 0:00,21.76
2,7/20/22 0:15,21.951
2,7/20/22 0:30,21.855
2,7/20/22 0:45,21.855
2,7/20/22 1:00,22.046
2,7/20/22 1:15,17.57
2,7/20/22 1:30,15.76
2,7/20/22 1:45,16.523
2,7/20/22 2:00,16.618
2,7/20/22 2:15,16.713
2,7/20/22 2:30,16.808
2,7/20/22 2:45,16.713
2,7/20/22 3:00,16.713
2,7/20/22 3:15,16.808
2,7/20/22 3:30,16.713
2,7/20/22 3:45,16.713
2,7/20/22 4:00,16.618
2,7/20/22 4:15,16.618
2,7/20/22 4:30,16.713
2,7/20/22 4:45,16.808
2,7/20/22 5:00,17.094
2,7/20/22 5:15,17.284
2,7/20/22 5:30,17.284
2,7/20/22 5:45,17.284
2,7/20/22 6:00,17.284
2,7/20/22 6:15,17.189
2,7/20/22 6:30,17.284
2,7/20/22 6:45,17.379
2,7/20/22 7:00,17.379
2,7/20/22 7:15,17.284
2,7/20/22 7:30,17.379
2,7/20/22 7:45,17.379
2,7/20/22 8:00,17.379
2,7/20/22 8:15,17.379
2,7/20/22 8:30,17.379
2,7/20/22 8:45,17.475
2,7/20/22 9:00,17.475
2,7/20/22 9:15,18.901
2,7/20/22 9:30,20.615
2,7/20/22 9:45,21.951
2,7/20/22 10:00,22.429
2,7/20/22 10:15,22.525
2,7/20/22 10:30,22.525
2,7/20/22 10:45,24.255
2,7/20/22 11:00,25.125
2,7/20/22 11:15,25.222
2,7/20/22 11:30,25.416
2,7/20/22 11:45,25.513
2,7/20/22 12:00,25.513
2,7/20/22 12:15,25.513
2,7/20/22 12:30,25.416
2,7/20/22 12:45,25.416
2,7/20/22 13:00,25.416
2,7/20/22 13:15,25.416
2,7/20/22 13:30,25.416
2,7/20/22 13:45,25.416
2,7/20/22 14:00,25.416
2,7/20/22 14:15,25.319
2,7/20/22 14:30,25.319
2,7/20/22 14:45,25.319
2,7/20/22 15:00,25.125
2,7/20/22 15:15,24.351
2,7/20/22 15:30,24.835
2,7/20/22 15:45,25.319
2,7/20/22 16:00,25.319
2,7/20/22 16:15,25.319
2,7/20/22 16:30,25.319
2,7/20/22 16:45,25.319
2,7/20/22 17:00,25.222
2,7/20/22 17:15,25.222
2,7/20/22 17:30,25.222
2,7/20/22 17:45,25.222
2,7/20/22 18:00,25.222
2,7/20/22 18:15,25.222
2,7/20/22 18:30,25.222
2,7/20/22 18:45,25.222
2,7/20/22 19:00,25.125
2,7/20/22 19:15,25.222
2,7/20/22 19:30,25.222
2,7/20/22 19:45,25.222
2,7/20/22 20:00,25.222
2,7/20/22 20:15,25.222
2,7/20/22 20:30,25.222
2,7/20/22 20:45,25.222
2,7/20/22 21:00,25.125
2,7/20/22 21:15,25.222
2,7/20/22 21:30,25.222
2,7/20/22 21:45,25.222
2,7/20/22 22:00,25.222
2,7/20/22 22:15,25.222
2,7/20/22 22:30,25.125
2,7/20/22 22:45,25.125
2,7/20/22 23:00,25.028
2,7/20/22 23:15,24.931
2,7/20/22 23:30,24.931
2,7/20/22 23:45,22.333
2,7/21/22 0:00,22.046
2,7/21/22 0:15,22.238
2,7/21/22 0:30,21.951
2,7/21/22 0:45,21.951
2,7/21/22 1:00,21.951
2,7/21/22 1:15,18.14
2,7/21/22 1:30,15.855
2,7/21/22 1:45,16.618
2,7/21/22 2:00,16.903
2,7/21/22 2:15,16.903
2,7/21/22 2:30,16.999
2,7/21/22 2:45,17.094
2,7/21/22 3:00,17.094
2,7/21/22 3:15,17.094
2,7/21/22 3:30,17.189
2,7/21/22 3:45,17.189
2,7/21/22 4:00,17.284
2,7/21/22 4:15,17.284
2,7/21/22 4:30,17.284
2,7/21/22 4:45,17.284
2,7/21/22 5:00,17.189
2,7/21/22 5:15,17.189
2,7/21/22 5:30,17.189
2,7/21/22 5:45,17.094
2,7/21/22 6:00,17.094
2,7/21/22 6:15,17.094
2,7/21/22 6:30,17.094
2,7/21/22 6:45,17.189
2,7/21/22 7:00,17.189
2,7/21/22 7:15,17.189
2,7/21/22 7:30,17.094
2,7/21/22 7:45,15.187
2,7/21/22 8:00,15.282
2,7/21/22 8:15,15.664
2,7/21/22 8:30,15.855
2,7/21/22 8:45,16.046
2,7/21/22 9:00,16.046
2,7/21/22 9:15,18.616
2,7/21/22 9:30,20.424
2,7/21/22 9:45,21.282
2,7/21/22 10:00,21.951
2,7/21/22 10:15,22.142
2,7/21/22 10:30,22.142
2,7/21/22 10:45,23.773
2,7/21/22 11:00,24.931
2,7/21/22 11:15,25.222
2,7/21/22 11:30,25.805
2,7/21/22 11:45,26
2,7/21/22 12:00,26
2,7/21/22 12:15,26.097
2,7/21/22 12:30,26.097
2,7/21/22 12:45,26
2,7/21/22 13:00,26.097
2,7/21/22 13:15,26.097
2,7/21/22 13:30,26.097
2,7/21/22 13:45,26.097
2,7/21/22 14:00,26.195
2,7/21/22 14:15,26.195
2,7/21/22 14:30,26.195
2,7/21/22 14:45,26.195
2,7/21/22 15:00,26.195
2,7/21/22 15:15,26.195
2,7/21/22 15:30,26.195
2,7/21/22 15:45,26.195
2,7/21/22 16:00,26.097
2,7/21/22 16:15,26.195
2,7/21/22 16:30,26.195
2,7/21/22 16:45,26.195
2,7/21/22 17:00,26.195
2,7/21/22 17:15,26.292
2,7/21/22 17:30,26.195
2,7/21/22 17:45,26.195
2,7/21/22 18:00,26.292
2,7/21/22 18:15,26.292
2,7/21/22 18:30,26.292
2,7/21/22 18:45,26.292
2,7/21/22 19:00,26.292
2,7/21/22 19:15,26.292
2,7/21/22 19:30,26.292
2,7/21/22 19:45,26.292
2,7/21/22 20:00,26.292
2,7/21/22 20:15,26.292
2,7/21/22 20:30,26.39
2,7/21/22 20:45,26.292
2,7/21/22 21:00,26.39
2,7/21/22 21:15,26.39
2,7/21/22 21:30,26.39
2,7/21/22 21:45,26.39
2,7/21/22 22:00,26.39
2,7/21/22 22:15,26.39
2,7/21/22 22:30,26.39
2,7/21/22 22:45,26.39
2,7/21/22 23:00,25.805
2,7/21/22 23:15,25.416
2,7/21/22 23:30,25.416
2,7/21/22 23:45,22.908
2,7/22/22 0:00,22.429
2,7/22/22 0:15,22.621
2,7/22/22 0:30,22.046
2,7/22/22 0:45,21.76
2,7/22/22 1:00,21.664
2,7/22/22 1:15,18.521
2,7/22/22 1:30,15.76
2,7/22/22 1:45,16.141
2,7/22/22 2:00,16.332
2,7/22/22 2:15,16.427
2,7/22/22 2:30,16.427
2,7/22/22 2:45,16.332
2,7/22/22 3:00,16.332
2,7/22/22 3:15,16.332
2,7/22/22 3:30,16.332
2,7/22/22 3:45,16.332
2,7/22/22 4:00,16.332
2,7/22/22 4:15,16.237
2,7/22/22 4:30,16.237
2,7/22/22 4:45,16.237
2,7/22/22 5:00,16.332
2,7/22/22 5:15,16.332
2,7/22/22 5:30,16.332
2,7/22/22 5:45,16.332
2,7/22/22 6:00,16.237
2,7/22/22 6:15,16.141
2,7/22/22 6:30,16.046
2,7/22/22 6:45,16.046
2,7/22/22 7:00,15.951
2,7/22/22 7:15,15.855
2,7/22/22 7:30,15.76
2,7/22/22 7:45,15.951
2,7/22/22 8:00,15.951
2,7/22/22 8:15,15.951
2,7/22/22 8:30,15.951
2,7/22/22 8:45,16.046
2,7/22/22 9:00,16.046
2,7/22/22 9:15,18.521
2,7/22/22 9:30,20.424
2,7/22/22 9:45,20.519
2,7/22/22 10:00,20.996
2,7/22/22 10:15,21.951
2,7/22/22 10:30,22.238
2,7/22/22 10:45,23.869
2,7/22/22 11:00,24.738
2,7/22/22 11:15,24.931
2,7/22/22 11:30,25.125
2,7/22/22 11:45,25.125
2,7/22/22 12:00,25.125
2,7/22/22 12:15,25.125
2,7/22/22 12:30,25.125
2,7/22/22 12:45,25.125
2,7/22/22 13:00,25.125
2,7/22/22 13:15,25.125
2,7/22/22 13:30,25.028
2,7/22/22 13:45,25.028
2,7/22/22 14:00,25.028
2,7/22/22 14:15,25.028
2,7/22/22 14:30,24.931
2,7/22/22 14:45,24.931
2,7/22/22 15:00,24.931
2,7/22/22 15:15,24.931
2,7/22/22 15:30,24.931
2,7/22/22 15:45,24.931
2,7/22/22 16:00,24.931
2,7/22/22 16:15,24.931
2,7/22/22 16:30,24.931
2,7/22/22 16:45,24.931
2,7/22/22 17:00,24.931
2,7/22/22 17:15,24.931
2,7/22/22 17:30,24.931
2,7/22/22 17:45,24.931
2,7/22/22 18:00,24.931
2,7/22/22 18:15,24.931
2,7/22/22 18:30,24.931
2,7/22/22 18:45,24.931
2,7/22/22 19:00,24.931
2,7/22/22 19:15,24.931
2,7/22/22 19:30,24.931
2,7/22/22 19:45,24.931
2,7/22/22 20:00,24.931
2,7/22/22 20:15,24.931
2,7/22/22 20:30,24.931
2,7/22/22 20:45,24.931
2,7/22/22 21:00,25.028
2,7/22/22 21:15,25.028
2,7/22/22 21:30,25.028
2,7/22/22 21:45,24.931
2,7/22/22 22:00,24.931
2,7/22/22 22:15,25.028
2,7/22/22 22:30,25.028
2,7/22/22 22:45,25.028
2,7/22/22 23:00,24.931
2,7/22/22 23:15,24.835
2,7/22/22 23:30,24.835
2,7/22/22 23:45,22.238
2,7/23/22 0:00,22.046
2,7/23/22 0:15,22.142
2,7/23/22 0:30,21.951
2,7/23/22 0:45,21.855
2,7/23/22 1:00,21.855
2,7/23/22 1:15,18.045
2,7/23/22 1:30,15.951
2,7/23/22 1:45,16.618
2,7/23/22 2:00,16.713
2,7/23/22 2:15,16.808
2,7/23/22 2:30,16.808
2,7/23/22 2:45,16.808
2,7/23/22 3:00,16.808
2,7/23/22 3:15,16.808
2,7/23/22 3:30,16.808
2,7/23/22 3:45,16.713
2,7/23/22 4:00,16.808
2,7/23/22 4:15,16.808
2,7/23/22 4:30,16.713
2,7/23/22 4:45,16.713
2,7/23/22 5:00,16.903
2,7/23/22 5:15,17.189
2,7/23/22 5:30,17.284
2,7/23/22 5:45,17.284
2,7/23/22 6:00,17.284
2,7/23/22 6:15,17.284
2,7/23/22 6:30,17.284
2,7/23/22 6:45,17.284
2,7/23/22 7:00,17.284
2,7/23/22 7:15,17.284
2,7/23/22 7:30,17.189
2,7/23/22 7:45,17.855
2,7/23/22 8:00,17.475
2,7/23/22 8:15,15.76
2,7/23/22 8:30,15.091
2,7/23/22 8:45,16.141
2,7/23/22 9:00,16.332
2,7/23/22 9:15,20.138
2,7/23/22 9:30,21.378
2,7/23/22 9:45,21.473
2,7/23/22 10:00,21.855
2,7/23/22 10:15,21.855
2,7/23/22 10:30,21.855
2,7/23/22 10:45,24.062
2,7/23/22 11:00,24.545
2,7/23/22 11:15,24.641
2,7/23/22 11:30,25.028
2,7/23/22 11:45,25.125
2,7/23/22 12:00,25.125
2,7/23/22 12:15,25.222
2,7/23/22 12:30,25.222
2,7/23/22 12:45,25.222
2,7/23/22 13:00,25.222
2,7/23/22 13:15,25.222
2,7/23/22 13:30,25.125
2,7/23/22 13:45,25.125
2,7/23/22 14:00,25.125
2,7/23/22 14:15,25.125
2,7/23/22 14:30,25.125
2,7/23/22 14:45,25.125
2,7/23/22 15:00,25.125
2,7/23/22 15:15,25.125
2,7/23/22 15:30,25.125
2,7/23/22 15:45,25.125
2,7/23/22 16:00,25.125
2,7/23/22 16:15,25.125
2,7/23/22 16:30,25.125
2,7/23/22 16:45,25.028
2,7/23/22 17:00,25.125
2,7/23/22 17:15,25.125
2,7/23/22 17:30,25.125
2,7/23/22 17:45,25.125
2,7/23/22 18:00,25.125
2,7/23/22 18:15,25.125
2,7/23/22 18:30,25.222
2,7/23/22 18:45,25.222
2,7/23/22 19:00,25.125
2,7/23/22 19:15,25.125
2,7/23/22 19:30,25.125
2,7/23/22 19:45,25.125
2,7/23/22 20:00,25.222
2,7/23/22 20:15,25.222
2,7/23/22 20:30,25.222
2,7/23/22 20:45,25.222
2,7/23/22 21:00,25.125
2,7/23/22 21:15,25.125
2,7/23/22 21:30,25.125
2,7/23/22 21:45,25.125
2,7/23/22 22:00,25.125
2,7/23/22 22:15,25.125
2,7/23/22 22:30,25.125
2,7/23/22 22:45,25.125
2,7/23/22 23:00,24.738
2,7/23/22 23:15,24.738
2,7/23/22 23:30,24.738
2,7/23/22 23:45,22.333
2,7/24/22 0:00,21.855
2,7/24/22 0:15,21.855
2,7/24/22 0:30,21.569
2,7/24/22 0:45,21.569
2,7/24/22 1:00,21.664
2,7/24/22 1:15,17.379
2,7/24/22 1:30,16.237
2,7/24/22 1:45,16.237
2,7/24/22 2:00,16.332
2,7/24/22 2:15,16.332
2,7/24/22 2:30,16.332
2,7/24/22 2:45,16.332
2,7/24/22 3:00,16.332
2,7/24/22 3:15,16.332
2,7/24/22 3:30,16.332
2,7/24/22 3:45,16.332
2,7/24/22 4:00,16.332
2,7/24/22 4:15,16.332
2,7/24/22 4:30,16.427
2,7/24/22 4:45,16.427
2,7/24/22 5:00,16.427
2,7/24/22 5:15,16.427
2,7/24/22 5:30,16.427
2,7/24/22 5:45,16.427
2,7/24/22 6:00,16.332
2,7/24/22 6:15,16.332
2,7/24/22 6:30,16.332
2,7/24/22 6:45,16.332
2,7/24/22 7:00,16.332
2,7/24/22 7:15,16.332
2,7/24/22 7:30,16.332
2,7/24/22 7:45,16.332
2,7/24/22 8:00,16.332
2,7/24/22 8:15,16.332
2,7/24/22 8:30,16.332
2,7/24/22 8:45,16.332
2,7/24/22 9:00,16.332
2,7/24/22 9:15,20.234
2,7/24/22 9:30,21.378
2,7/24/22 9:45,21.569
2,7/24/22 10:00,21.855
2,7/24/22 10:15,21.855
2,7/24/22 10:30,21.187
2,7/24/22 10:45,22.142
2,7/24/22 11:00,23.869
2,7/24/22 11:15,24.738
2,7/24/22 11:30,25.125
2,7/24/22 11:45,25.319
2,7/24/22 12:00,25.319
2,7/24/22 12:15,25.319
2,7/24/22 12:30,25.319
2,7/24/22 12:45,25.319
2,7/24/22 13:00,25.319
2,7/24/22 13:15,25.319
2,7/24/22 13:30,25.416
2,7/24/22 13:45,25.416
2,7/24/22 14:00,25.416
2,7/24/22 14:15,25.416
2,7/24/22 14:30,25.416
2,7/24/22 14:45,25.416
2,7/24/22 15:00,25.416
2,7/24/22 15:15,25.416
2,7/24/22 15:30,25.416
2,7/24/22 15:45,25.416
2,7/24/22 16:00,25.416
2,7/24/22 16:15,25.416
2,7/24/22 16:30,25.416
2,7/24/22 16:45,25.416
2,7/24/22 17:00,25.416
2,7/24/22 17:15,25.319
2,7/24/22 17:30,25.319
2,7/24/22 17:45,25.319
2,7/24/22 18:00,25.319
2,7/24/22 18:15,25.319
2,7/24/22 18:30,25.319
2,7/24/22 18:45,25.319
2,7/24/22 19:00,25.319
